id,name,post_count,tags,copyright_tags,clothing_tags,avg_score,avg_fav_count
1361780,flower_(vocaloid4),668,"black hair, hair between eyes, multicolored hair, short hair, streaked hair, two-tone hair, white hair, purple eyes, ahoge, purple hair","flower (vocaloid4), vocaloid","collar, collarbone, gloves, jacket, shirt, sleeveless jacket, sleeveless shirt, hood",7.66,7.38
1255892,cure_lovely,667,"long hair, pink eyes, pink hair, very long hair, ponytail, high ponytail","cure lovely, happinesscharge precure!, precure","boots, bow, brooch, skirt, thigh boots, earrings, hair ornament, vest, shirt, puffy sleeves, thighhighs",5.69,7.29
1426921,martina_(dq11),667,"high ponytail, large breasts, ponytail, purple eyes, purple hair, long hair, very long hair, black hair","martina (dq11), dragon quest, dragon quest xi","breasts, o-ring, o-ring top, collarbone, gloves, black gloves, pantyhose, bracelet, fake animal ears, fishnets, playboy bunny, crop top",36.38,45.25
741704,yatogami_tohka,667,"long hair, purple eyes, purple hair, hair between eyes, ponytail, very long hair, medium breasts","yatogami tohka, date a live","dress, hair ribbon, jacket, ribbon, bow, hair bow, school uniform, skirt, shirt, breasts, armor, armored dress, gloves, thighhighs",21.93,25.48
1605374,priestess_(arknights),666,"brown hair, medium hair, grey eyes, long hair, black hair, diamond-shaped pupils, purple eyes, symbol-shaped pupils, hair between eyes","priestess (arknights), arknights","coat, hairband, long sleeves, pantyhose, skirt, sweater, turtleneck, turtleneck sweater, bow, breasts, open clothes, shirt, jacket",22.06,21.02
452308,fukuji_mihoko,666,"blonde hair, brown eyes, large breasts, brown hair, long hair, medium breasts, red eyes, short hair, blue eyes, heterochromia","fukuji mihoko, saki (manga)","breasts, school uniform, shirt, skirt, socks, serafuku, open clothes",10.48,19.0
398289,starfire,666,"green eyes, green sclera, large breasts, red hair, long hair, medium breasts, very long hair","starfire, dc comics, teen titans (tv series), teen titans","breasts, crop top, thighhighs, boots, skirt, thigh boots",57.19,69.74
1532392,ars_almal,666,"aqua eyes, large breasts, medium hair, white hair, grey hair, hair between eyes, hair over one eye, blue eyes, short hair, medium breasts, twintails","ars almal, nijisanji","breasts, hood, collared shirt, jacket, shirt, skirt, cape, frills, detached sleeves, dress, puffy sleeves, long sleeves, bow, hair ornament, ribbon",21.3,21.2
1700489,nina_kosaka,666,"fox tail, large breasts, long hair, multiple tails, tail, grey hair, red eyes, white hair, medium hair, medium breasts","nina kosaka, nijisanji, nijisanji en","breasts, japanese clothes, kimono, bell, black gloves, gloves, earrings, neck bell, neck ribbon, ribbon, flower",39.58,36.75
2110601,sayama_saho_(gibagiba),666,"large breasts, long hair, pink eyes, ponytail, grey hair, purple eyes, hair between eyes","sayama saho (gibagiba), original","breasts, collarbone, long sleeves, hair ornament, hair scrunchie, ring, shirt, apron, sweater",8.19,7.85
396890,anna_(fire_emblem),666,"medium breasts, ponytail, red eyes, red hair, hair between eyes, long hair, sidelocks","anna (fire emblem), fire emblem, fire emblem engage, fire emblem awakening","breasts, cape, gloves, black gloves, dress, long sleeves",35.85,35.4
534542,sonohara_anri,666,"black hair, glasses, red eyes, short hair, bob cut, large breasts","sonohara anri, durarara!!","breasts, glasses, school uniform, shirt, skirt, pleated skirt",8.34,21.89
503162,cream_the_rabbit,665,"brown eyes, flat chest, rabbit tail, tail, orange eyes","cream the rabbit, sonic (series)","gloves, nude, shoes, socks, white gloves, dress, neck ribbon, panties, red dress, ribbon, sleeveless dress, orange dress, collared dress",10.56,10.08
643918,elizabeth_(persona),665,"medium breasts, white hair, yellow eyes, grey hair, short hair","elizabeth (persona), persona, persona 3","blue dress, blue gloves, blue hat, breasts, dress, gloves, hat, sleeveless dress, boots, pantyhose",22.38,28.57
1367504,priestess_(goblin_slayer!),665,"blonde hair, blue eyes, long hair, very long hair, small breasts, hair between eyes","priestess (goblin slayer!), goblin slayer!","boots, breasts, dress, hat, thigh boots, white dress, white hat, long sleeves, thighhighs",39.48,50.77
7568,alice_carroll,664,"blue eyes, hair between eyes, long hair, sidelocks, very long hair, green hair","alice carroll, aria (manga)","dress, hat, necktie, sailor collar, short sleeves, white dress, white hat, gloves, shirt",5.57,8.71
1482584,xenovia_quarta,664,"blue hair, large breasts, multicolored hair, short hair, streaked hair, two-tone hair, green hair, hair between eyes, yellow eyes","xenovia quarta, high school dxd, high school dxd pi","breasts, thighhighs, bikini, swimsuit, gloves, torn clothes, panties",31.98,38.49
1396820,elma_(maidragon),664,"blue eyes, brown hair, gradient hair, large breasts, multicolored hair, short hair, black hair, dragon tail, purple hair, tail, glasses","elma (maidragon), kobayashi-san chi no maidragon","breasts, skirt, glasses, shirt, jacket, necktie, long sleeves",65.84,77.4
497808,suzuki_jun,663,"brown hair, short twintails, twintails, brown eyes, short hair, red eyes","suzuki jun, k-on!",school uniform,12.92,20.19
614842,morgiana,663,"long hair, one side up, red eyes, red hair, medium breasts","morgiana, magi the labyrinth of magic","breasts, dress, necklace, bracelet, flower, hair flower, hair ornament, cross-laced footwear, sleeveless dress, anklet",23.27,35.23
524610,shannon_(umineko),663,"blue eyes, brown hair, large breasts, short hair, brown eyes","shannon (umineko), umineko no naku koro ni","dress, hat, juliet sleeves, long sleeves, maid, puffy sleeves, socks, apron, breasts",8.72,15.45
378657,piranha_plant,662,"long hair, blonde hair, blue eyes, large breasts, ponytail, tail","piranha plant, mario (series), super smash bros., new super mario bros. u deluxe","breasts, panties, crown, dress, earrings, thighhighs, gloves, white gloves, collar, spikes, collarbone, bracelet",41.21,60.92
1514502,theresa_apocalypse_(luna_kindred),662,"hair between eyes, red eyes, large breasts, long hair, very long hair, white hair, twintails","theresa apocalypse (luna kindred), honkai (series), honkai impact 3rd","black dress, detached sleeves, dress, flower, hair ornament, long sleeves, breasts, earrings, thighhighs, bow, collar, hair bow",26.52,25.77
1765588,jeanne_d'arc_(girl_from_orleans)_(fate),662,"blonde hair, blue eyes, braid, large breasts, long hair, very long hair, purple eyes, single braid, hair between eyes","jeanne d'arc (girl from orleans) (fate), fate/apocrypha, fate (series), fate/grand order","breasts, necktie, panties, shirt, short shorts, shorts, sleeveless shirt, thighhighs, black necktie, bow, hair bow",44.9,69.05
1731866,amaterasu_(ookami),662,"black eyes, red eyes, yellow eyes, long hair, medium breasts, white hair, tail, wolf tail, large breasts, multicolored hair, very long hair","amaterasu (ookami), ookami (game)","flower, breasts, nude, japanese clothes, kimono, thighhighs",14.54,29.15
696162,cure_prism,662,"green eyes, long hair, pink hair, very long hair, braid","cure prism, hirogaru sky! precure, precure","dress, gloves, white dress, white gloves, ascot, boots, bow, brooch, earrings, hair bow, hair ornament, knee boots, sleeveless dress, frills",9.48,8.53
1235999,wii_fit_trainer,662,"black hair, long hair, ponytail, grey eyes, large breasts, grey hair, medium breasts","wii fit trainer, wii fit, super smash bros.","pants, shirt, breasts, tank top, capri pants, crop top",48.42,84.46
1513175,trunks_(future)_(dragon_ball),661,"short hair, spiked hair, blue eyes, purple hair, blonde hair","trunks (future) (dragon ball), dragon ball, dragon ball z, dragon ball super","shirt, jacket, open clothes, pants, boots, long sleeves",10.7,13.17
1294434,mars_(cookie),661,"blonde hair, braid, green eyes, hair between eyes, long hair, side braid, single braid, yellow eyes, large breasts","mars (cookie), cookie (touhou), touhou","black gloves, black hat, bow, breasts, clothing cutout, gloves, hair bow, hat, long sleeves, shirt, frills, hat bow, skirt",17.05,19.09
1600200,wuxian_(the_legend_of_luoxiaohei),661,"blue eyes, blue hair, black hair, long hair, low-tied long hair, very long hair","wuxian (the legend of luoxiaohei), luo xiaohei zhanji","long sleeves, short sleeves",3.82,3.75
381971,cure_dream,661,"hair rings, long hair, pink eyes, pink hair, purple eyes","cure dream, precure, yes! precure 5, yes! precure 5 gogo!","earrings, flower, frills, hair ornament, hair ribbon, ribbon, shorts, skirt, boots, bow, gloves, short sleeves, bike shorts, dress, brooch",6.16,6.83
1404081,riliane_lucifen_d'autriche,661,"blonde hair, high ponytail, ponytail, swept bangs, blue eyes, sidelocks, short hair","riliane lucifen d'autriche, aku no musume (vocaloid), evillious nendaiki, vocaloid","bow, collarbone, dress, dress flower, earrings, flower, frilled sleeves, frills, hair bow, hair ornament, hairclip, wide sleeves, yellow dress, ribbon, frilled choker, brooch, long sleeves, detached collar",9.26,10.26
1450563,nono_hana,661,"double bun, hair bun, long hair, pink eyes, pink hair, cone hair bun, short bangs","nono hana, hugtto! precure, precure","breasts, flower, hair flower, hair ornament, earrings, hair ribbon, pleated skirt, ribbon, shirt, skirt, thighhighs, bow, miniskirt, short sleeves, see-through clothes",10.13,10.34
1510278,sidoh_(dqb2),660,"brown hair, ponytail, red eyes, spiked hair, long hair, black hair, antenna hair","sidoh (dqb2), dragon quest, dragon quest builders 2","boots, gloves, necklace, open clothes, pants, red gloves, shirt",1.31,1.46
2174731,lingsha_(honkai:_star_rail),660,"brown hair, ahoge, large breasts, long hair, red eyes, very long hair, black hair, blunt bangs, orange eyes, diamond-shaped pupils, symbol-shaped pupils","lingsha (honkai: star rail), honkai: star rail, honkai (series)","breasts, hair ornament, chinese clothes, dress, clothing cutout, detached sleeves, halterneck, tassel",54.27,52.14
641622,mizuki_yukikaze,660,"brown hair, long hair, pink eyes, small breasts, very long hair, twintails, hair between eyes, purple eyes","mizuki yukikaze, taimanin (series), taimanin yukikaze","breasts, fishnets, frills, gloves, hair ribbon, leotard, ribbon, thighhighs, boots, black gloves, skirt, hair ornament, thigh boots",76.28,73.77
434735,vinegar_doppio,659,"braid, brown eyes, long hair, pink hair, green eyes, yellow eyes, ponytail, purple hair","vinegar doppio, jojo no kimyou na bouken, vento aureo","clothing cutout, sweater, ribbed sweater, turtleneck, turtleneck sweater, pants, shoes, crop top, long sleeves",3.03,3.73
2125069,juo_sena,659,"blonde hair, large breasts, long hair, multicolored hair, pink hair, purple eyes, streaked hair, two-tone hair, very long hair, blue eyes, medium breasts","juo sena, gakuen idolmaster, idolmaster","breasts, long sleeves, jacket, shirt, skirt",37.77,36.02
681706,squigly_(skullgirls),659,"hair over one eye, red eyes, side ponytail, blue hair, large breasts, long hair, yellow eyes, medium breasts","squigly (skullgirls), skullgirls","breasts, skirt, detached collar, detached sleeves, dress, long skirt, red dress, striped sleeves",27.76,33.02
2027090,ozora_akari,659,"brown hair, long hair, orange hair, pink eyes, red eyes, one side up, braid, crown braid","ozora akari, aikatsu! (series), aikatsu!","long sleeves, shirt, breasts, ribbon, dress, flower, short sleeves, frills, gloves, bow, hair bow, jacket, school uniform, skirt, hair ornament, hair ribbon",7.34,9.0
446999,skitty,659,"dot nose, blue eyes, brown hair, large breasts, tail, pink hair, short hair, long hair","skitty, pokemon, pokemon rse, pokemon emerald, pokemon mystery dungeon","flower, bow, bandana, bike shorts, breasts, shirt, shorts, sleeveless shirt, gloves, thighhighs, ribbon, hat",9.12,10.46
1390748,incineroar,659,"green eyes, yellow sclera, tail, multicolored hair, red hair, black hair","incineroar, pokemon",,5.81,7.26
444426,banette,658,"red sclera, long hair, purple hair, red eyes, slit pupils, very long hair, black eyes, short hair, pink eyes, tail, black hair, purple eyes","banette, pokemon, pokemon xy","zipper, zipper pull tab, breasts, pantyhose, dress, hair ornament, long sleeves, thighhighs, black dress, hat, sleeves past fingers, sleeves past wrists",8.4,12.85
1839310,david_martinez,658,"brown hair, mohawk, short hair, undercut, black hair, brown eyes, long hair, green hair, red sclera","david martinez, cyberpunk (series), cyberpunk edgerunners","jacket, necklace, pants, shirt, open clothes, shoes, completely nude, nude, collarbone, breasts",41.7,38.86
1952654,schneider_(reverse:1999),658,"black hair, red eyes, short hair, small breasts, curly hair","schneider (reverse:1999), reverse:1999","coat, dress, hair ornament, hairband, necklace, red dress, boots, breasts, pearl necklace, long sleeves",8.68,8.38
692489,kisaragi_momo,658,"blonde hair, red eyes, braid, orange hair, side ponytail, short hair, long hair, yellow eyes","kisaragi momo, kagerou project, kisaragi attention (vocaloid)","detached sleeves, dress, bow, frills, hair bow, hood, breasts, hoodie",5.13,8.8
434731,risotto_nero,658,"black sclera, grey hair, red eyes, short hair, white hair","risotto nero, jojo no kimyou na bouken, vento aureo","hat, pants",2.72,5.1
917621,kousaka_umi,658,"blue eyes, braid, brown hair, long hair, twin braids, medium breasts, dot nose, side braid","kousaka umi, idolmaster, idolmaster million live!, idolmaster million live! theater days","bikini, breasts, swimsuit, collarbone, shirt, short sleeves, shorts",27.68,28.36
2065631,luo_xiaohei_(human),657,"black hair, green eyes, short hair, cat tail, tail, white hair","luo xiaohei (human), luo xiaohei zhanji","pants, shirt, shoes, short sleeves, long sleeves, jacket, shorts",3.49,3.68
52658,yuuno_scrya,657,"brown hair, long hair, purple eyes, short hair, twintails, blonde hair, green eyes, blue eyes, short twintails","yuuno scrya, lyrical nanoha, mahou shoujo lyrical nanoha, mahou shoujo lyrical nanoha a's, mahou shoujo lyrical nanoha strikers","long sleeves, bow, gloves, hair ribbon, ribbon, socks, panties, skirt, cape, school uniform, thighhighs",4.55,8.23
1507486,hoshino_miyako_(wataten),657,"brown eyes, brown hair, hair over one eye, red eyes, short hair, large breasts","hoshino miyako (wataten), watashi ni tenshi ga maiorita!","collarbone, jacket, long sleeves, shirt, pants, track suit, breasts",37.23,47.66
1933171,moona_hoshinova_(1st_costume),657,"blonde hair, colored inner hair, gradient hair, hair between eyes, large breasts, long hair, multicolored hair, purple eyes, purple hair, two-tone hair, yellow eyes, starry hair, very long hair","moona hoshinova (1st costume), hololive, hololive indonesia","boots, breasts, collared shirt, crop top, earrings, jacket, shirt, shorts, sleeveless shirt, thigh boots",47.69,48.16
1233620,super_pochaco,656,"blonde hair, huge breasts, twintails, long hair, large breasts, orange eyes, short hair","super pochaco, nitroplus","bikini, breasts, headphones, necklace, swimsuit, thighhighs",36.25,55.57
422848,dracule_mihawk,656,"beard, facial hair, mustache, black hair, short hair, yellow eyes","dracule mihawk, one piece","black hat, hat, high collar, hat feather, shirt, coat, necklace, open clothes, pants",9.39,10.01
612410,lilligant,656,"no mouth, red eyes, white pupils, long hair, sidelocks, orange eyes, green hair, flat chest, swept bangs, very long hair","lilligant, pokemon","flower, breasts, hair flower, hair ornament, crown, mini crown",11.12,16.46
864825,shimabara_elena,656,"ahoge, blunt bangs, green hair, long hair, medium breasts, blue eyes, aqua eyes, wavy hair, large breasts","shimabara elena, idolmaster, idolmaster million live!, idolmaster million live! theater days","bow, breasts, collarbone, skirt, hair ornament, hairband, shirt",17.06,17.66
1722194,female_mage_(dungeon_and_fighter),656,"long hair, red eyes, red hair, twintails, very long hair, ahoge, small breasts, short hair, blonde hair, sidelocks, medium breasts","female mage (dungeon and fighter), dungeon and fighter, original","dress, gloves, hat, thighhighs, breasts, hairband, shirt, sleeveless shirt, bikini, swimsuit, detached sleeves, long sleeves, bow, shoes, shorts, jacket, hair ornament",33.77,32.56
1345440,cure_miracle,656,"blonde hair, long hair, purple eyes, very long hair, one side up","cure miracle, mahou girls precure!, precure","bow, earrings, gloves, hair bow, hat, mini hat, pink hat, skirt, white gloves, bracelet, breasts, dress, hairband, puffy short sleeves, puffy sleeves, short sleeves, hair ornament",10.82,12.14
1873696,reed_the_flame_shadow_(arknights),655,"blonde hair, long hair, ahoge, dragon tail, green eyes, tail","reed the flame shadow (arknights), arknights","breasts, dress, gloves, pantyhose, white dress, flower, hair flower, hair ornament, black gloves, shirt, jacket, open clothes",25.04,23.2
508157,amane_suzuha,655,"braid, brown hair, hair between eyes, twin braids, yellow eyes, green eyes, medium breasts, long hair","amane suzuha, steins;gate","jacket, long sleeves, breasts, bike shorts, shorts",40.44,52.41
576178,strength_(black_rock_shooter),655,"demon tail, orange eyes, short hair, tail, white hair, red eyes, small breasts, hair between eyes","strength (black rock shooter), black rock shooter","hood, hoodie, thighhighs, panties, high collar, dress, breasts, gloves",47.73,76.24
13596,renamon,655,"black sclera, blue eyes, large breasts, tail, fox tail","renamon, digimon","breasts, nude, detached sleeves, gloves, purple gloves",26.11,24.68
1630712,hatakaze_(kancolle),655,"blue eyes, brown hair, drill hair, medium breasts, ponytail, hair between eyes, large breasts, long hair","hatakaze (kancolle), kantai collection","breasts, hair ornament, hair ribbon, hakama, haori, japanese clothes, kimono, meiji schoolgirl uniform, ribbon, collarbone, furisode, hakama skirt, skirt",29.36,30.18
1440267,helena_(azur_lane),655,"blue hair, hair between eyes, long hair, purple eyes, very long hair, ahoge, medium breasts, red eyes, large breasts","helena (azur lane), azur lane","black gloves, boots, breasts, clothing cutout, dress, gloves, sleeveless dress, thigh boots, thighhighs, white dress, hair ornament",64.07,63.6
1290689,kasugano_urara_(yes!_precure_5),654,"blonde hair, long hair, yellow eyes, twintails, cone hair bun, drill hair, hair bun, twin drills","kasugano urara (yes! precure 5), precure, yes! precure 5, yes! precure 5 gogo!","thighhighs, dress, earrings, skirt, hair ornament",6.25,7.2
674721,kazami_yuuji,654,"black hair, grey eyes, hair between eyes, short hair, brown hair, short twintails, sidelocks, small breasts, twintails","kazami yuuji, grisaia (series), grisaia no kajitsu","long sleeves, pants, shirt, bow, breasts, hair bow, no panties, panties, sailor collar, school uniform, short sleeves, skirt, thighhighs, blue necktie, collared shirt, necktie",8.0,7.0
1554773,becky_blackbell,654,"brown eyes, brown hair, short hair, flat chest, short twintails, twintails, black hair, heart-shaped pupils, symbol-shaped pupils, swept bangs","becky blackbell, spy x family","bow, long sleeves, shirt, skirt, hair ornament, hairclip, panties, hair scrunchie, completely nude, dress, nude, bikini, swimsuit, black dress, school uniform, shoes, socks, collarbone",30.89,29.79
1284942,midway_princess,654,"large breasts, long hair, red eyes, very long hair, white hair","midway princess, kantai collection","breasts, dress, white dress",12.46,21.28
570021,mikazuki_yozora,654,"black hair, purple eyes, short hair, long hair, medium breasts","mikazuki yozora, boku wa tomodachi ga sukunai","breasts, thighhighs, skirt, plaid skirt, school uniform, shirt, pleated skirt, panties",18.66,38.58
1165059,hikigaya_hachiman,654,"ahoge, black hair, short hair, blue eyes, black eyes","hikigaya hachiman, yahari ore no seishun lovecome wa machigatteiru.","collared shirt, pants, shirt, blazer, jacket, school uniform",11.08,18.66
1488691,broly_(dragon_ball_super),654,"green hair, short hair, spiked hair, black hair, blank eyes, long hair, medium hair, black eyes","broly (dragon ball super), dragon ball, dragon ball super, dragon ball super broly","pants, armor",9.17,10.26
893074,nakatani_iku,653,"black hair, red eyes, short hair, flat chest, one side up, brown eyes, small breasts","nakatani iku, idolmaster, idolmaster million live!, idolmaster million live! theater days","bikini, breasts, collarbone, swimsuit, hair ornament, hair bobbles, bow, shirt, long sleeves, dress",21.8,22.41
1700487,reimu_endou,653,"grey hair, long hair, pink eyes, very long hair, twintails, red eyes, purple eyes, ahoge","reimu endou, nijisanji, nijisanji en","black dress, dress, long sleeves, sleeves past fingers, sleeves past wrists, breasts, bow, hat, flower",22.23,20.06
1644946,judith_(tales),653,"blue hair, hair bun, low twintails, twintails, large breasts, long hair, purple hair, purple eyes, single hair bun, red eyes, medium breasts","judith (tales), tales of (series), tales of vesperia","breasts, gloves, white gloves, crop top, boots",18.57,36.0
13420,tailmon,652,"cat tail, tail, tail ornament, tail ring, blue eyes, brown hair","tailmon, digimon, digimon adventure","gloves, yellow gloves, breasts",13.66,16.63
1565204,hua_cheng,652,"black hair, long hair, red eyes, braid, side braid, single braid","hua cheng, tianguan cifu","chinese clothes, hanfu, long sleeves, necklace, earrings, robe",1.78,1.59
1708032,atago_(summer_march)_(azur_lane),652,"black hair, brown eyes, large breasts, long hair, very long hair","atago (summer march) (azur lane), azur lane","bikini, breasts, hair ornament, swimsuit, flower, hair flower, hair ribbon, ribbon",54.65,90.38
1724881,luca_kaneshiro,652,"blonde hair, medium hair, purple eyes, hair between eyes, parted bangs, sidelocks, short hair","luca kaneshiro, nijisanji, nijisanji en","black gloves, collared shirt, gloves, necklace, shirt, pants, coat, long sleeves, jacket, open clothes, hair ornament",5.71,5.5
441492,lisa_lisa,651,"brown hair, long hair, black hair, blue eyes, sunglasses","lisa lisa, battle tendency, jojo no kimyou na bouken","dress, earrings, gloves, pantyhose, breasts, sunglasses",10.28,18.95
1541658,pine_(bombergirl),651,"blonde hair, blue eyes, blue hair, hair intakes, large breasts, multicolored hair, short hair, two-tone hair, yellow pupils, tail, huge breasts, colored tips, symbol-shaped pupils, two side up","pine (bombergirl), bombergirl","breasts, bikini, swimsuit, hair ornament, bow, gloves, white gloves",56.34,54.48
16313,himemiya_anthy,651,"glasses, green eyes, purple hair, long hair, parted bangs, short hair","himemiya anthy, shoujo kakumei utena","bindi, earrings, glasses, dress, crown, skirt, flower, red dress",5.99,6.78
422370,minun,650,"blue eyes, red eyes, black hair, long hair, multicolored hair, two-tone hair, blue hair, short hair, blonde hair, yellow eyes","minun, pokemon, pokemon oras","flower, bow, long sleeves, breasts, hood, jacket, hoodie",7.06,8.47
1807056,nekota_tsuna,650,"long hair, multicolored hair, orange eyes, orange hair, red hair, large breasts, streaked hair, cat tail, tail, yellow eyes, goggles","nekota tsuna, vspo!","breasts, jacket, long sleeves, shirt, shorts, bandaid, socks, collar, hair ornament, bikini, goggles, hood, swimsuit, bra, striped bra, open clothes, hat",14.34,13.45
16154,mazaki_anzu,650,"blue eyes, brown hair, short hair, large breasts, ponytail, hair intakes, medium hair","mazaki anzu, yu-gi-oh!, yu-gi-oh! duel monsters, yu-gi-oh! the dark side of dimensions","breasts, shirt, skirt, thighhighs, bracelet",38.91,50.66
1529547,oda_nobunaga_(maou_avenger)_(fate),650,"hair over one eye, long hair, red eyes, red hair, very long hair, large breasts","oda nobunaga (maou avenger) (fate), fate/grand order, fate (series)","bodysuit, breasts, cape, collared cape, popped collar, medallion, gloves",33.95,37.43
451019,assassin_(ragnarok_online),650,"blonde hair, medium breasts, short hair, brown hair, blue eyes, grey hair, long hair, ponytail, hair between eyes, red eyes, long bangs, white hair","assassin (ragnarok online), ragnarok online, ragnarok: guild masters","breasts, gloves, leotard, purple gloves, armor, cape, thighhighs, torn clothes, mask, shirt, sleeveless shirt, pants, black gloves, shoes",1.58,1.55
1987833,zentreya,650,"dragon tail, large breasts, long hair, red hair, tail, yellow eyes, short hair, very long hair, grey hair","zentreya, vshojo","black gloves, breasts, gloves, shirt, black hat, hat, jacket, shorts, thighhighs, dress",36.78,35.22
1931154,uruha_rushia_(3rd_costume),649,"flat chest, green hair, low twintails, red eyes, twintails, short twintails, double bun, gradient hair, hair bun, long hair, multicolored hair, pink hair, small breasts","uruha rushia (3rd costume), hololive","black dress, dress, frills, hair ornament, crown, earrings, mini crown, bikini, detached collar, swimsuit, ribbon, thighhighs, breasts",31.7,37.6
14080,amane_misa,649,"blonde hair, large breasts, long hair, two side up, medium breasts, twintails, red eyes","amane misa, death note","black dress, breasts, detached sleeves, dress, necklace, earrings, goth fashion, thighhighs",33.74,32.03
409616,klan_klein,648,"blue hair, long hair, twintails, very long hair, green eyes, large breasts","klan klein, macross, macross frontier","bodysuit, breasts, headband, thighhighs",7.7,17.98
409656,kazama_jin,648,"short hair, black hair, no nose, red eyes, black eyes, yellow eyes","kazama jin, tekken, tekken 8","gloves, pants, hood, jacket, shirt, red gloves",1.75,1.54
2103382,shiun_sumika,648,"green eyes, large breasts, long hair, medium breasts, orange hair, straight hair, very long hair","shiun sumika, gakuen idolmaster, idolmaster","breasts, shirt, bikini, collarbone, necklace, swimsuit, hair ornament, hairclip, cardigan, school uniform, skirt, neck ribbon, ribbon",35.13,33.53
1409634,mipha,648,"yellow eyes, small breasts, medium breasts, long hair, red hair","mipha, the legend of zelda, the legend of zelda: breath of the wild","gem, breasts, bracelet, necklace, hair ornament",38.45,48.14
1405214,royal_penguin_(kemono_friends),648,"black hair, blonde hair, long hair, multicolored hair, pink hair, red eyes, twintails, white hair, hair between eyes, tail, low twintails, medium breasts","royal penguin (kemono friends), kemono friends","headphones, long sleeves, turtleneck, thighhighs, boots, breasts, jacket",15.05,17.83
1507453,hoshino_hinata,648,"brown hair, hair between eyes, short hair, side ponytail, one side up, red eyes, brown eyes, orange hair, medium hair","hoshino hinata, watashi ni tenshi ga maiorita!","school uniform, dress, long sleeves, shirt, sleeveless dress, shoes, skirt, blue dress, bow, socks, sailor dress, short sleeves, sailor collar",13.08,14.71
1580178,cellien_(kemono_friends),647,"tail, green hair, long hair, blonde hair, brown eyes, multicolored hair, two-tone hair, white hair, large breasts, short hair, black hair, grey hair, brown hair, hair between eyes, blue eyes","cellien (kemono friends), kemono friends, kemono friends 3","breasts, gloves, thighhighs, black gloves, jacket, long sleeves, bow, pantyhose, skirt, shirt, fur trim, shorts, necktie",17.76,21.57
1604361,jill_warrick,646,"braid, grey hair, long hair, low-tied long hair, single braid, side braid, blue eyes","jill warrick, final fantasy, final fantasy xvi","gloves, neck ribbon, ribbon, skirt, vest, long sleeves, puffy sleeves, shirt, breasts, boots, dress",26.34,24.03
2099026,coral_(pokemon),646,"black eyes, blunt bangs, pink hair, twintails, grey eyes","coral (pokemon), pokemon, pokemon (anime), pokemon horizons","bandaid, hair ornament, long sleeves, shirt, sleeves past fingers, sleeves past wrists, breasts, off-shoulder shirt, skirt, crop top",37.05,35.06
1667249,vsk-94_(girls'_frontline),646,"blonde hair, blue eyes, hair between eyes, hair intakes, large breasts, short hair","vsk-94 (girls' frontline), girls' frontline, girls' frontline 2: exilium","black bra, bra, breasts, pantyhose, black gloves, blue necktie, gloves, necktie, skirt, jacket, long sleeves, open clothes, collared shirt, cuffs, hair ornament, shirt",49.22,47.76
1572076,zdrada_(helltaker),646,"large breasts, red eyes, tail, hair over one eye, short hair, white hair, demon tail","zdrada (helltaker), helltaker","breasts, collared shirt, shirt, black gloves, gloves, necklace, pants, short sleeves, earrings",46.58,53.59
2038930,protagonist_(metaphor:_refantazio),645,"blue eyes, blue hair, hair between eyes, heterochromia, short hair, yellow eyes, white pupils, dark blue hair","protagonist (metaphor: refantazio), metaphor: refantazio","long sleeves, shirt, black gloves, buttons, coat, gloves, pants, hairband, jacket",6.09,5.06
2068492,shigure_ui_(vtuber)_(young),645,"brown hair, green eyes, medium hair, twintails, blonde hair, long hair, short hair, sidelocks, ahoge","shigure ui (vtuber) (young), indie virtual youtuber, shukusei!! loli-kami requiem, hololive","hair ornament, long sleeves, school uniform, shirt, shoes, skirt, backpack, randoseru, dress, sleeveless dress, socks, bow, bowtie, collared shirt, bandaid, blue dress, kneehighs",28.41,26.89
1590962,morag_ladair_(xenoblade),645,"black hair, brown eyes, long hair, brown hair, hair between eyes, short hair, small breasts","morag ladair (xenoblade), xenoblade chronicles (series), xenoblade chronicles 2","gloves, hat, military uniform, white gloves, jacket, long sleeves, armor, pants, breasts, one-piece swimsuit, swimsuit, collarbone, military hat",24.62,29.64
1733357,arcane_caitlyn,645,"blue eyes, blue hair, long hair, large breasts, black hair","arcane caitlyn, arcane: league of legends, league of legends","breasts, jacket, ascot, gloves, short sleeves",26.76,24.91
422369,plusle,644,"dot nose, blue eyes, heterochromia, multiple tails, red eyes, short twintails, symbol-shaped pupils, tail, twintails, black hair, long hair, multicolored hair, purple hair, two-tone hair, black eyes, blue hair, glasses, grey eyes, red hair, short hair, sidelocks, small breasts","plusle, pokemon, pokemon rse, original, pokemon sv","apron, bow, frills, gem, headphones, long sleeves, shorts, sleeves past fingers, sleeves past wrists, hair ornament, hairband, skirt, socks, sweater, bikini, black-framed eyewear, breasts, glasses, jacket, swimsuit",16.62,15.62
376331,sairenji_haruna,644,"purple eyes, purple hair, short hair, blue hair, medium breasts, small breasts","sairenji haruna, to love-ru, to love-ru darkness","bow, breasts, school uniform, shirt, hair ornament, hairclip, plaid skirt, skirt, panties, nude, socks",27.07,44.15
